Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     21.53     0.00        7     0.00     0.00  std::vector<sc_core::sc_fifo_out_if<SIMAGE>*, std::allocator<sc_core::sc_fifo_out_if<SIMAGE>*> >::vector()
  0.00     21.53     0.00        7     0.00     0.00  std::vector<sc_core::sc_fifo_out_if<SIMAGE>*, std::allocator<sc_core::sc_fifo_out_if<SIMAGE>*> >::~vector()
  0.00     21.53     0.00        7     0.00     0.00  std::vector<sc_core::sc_fifo_out_if<SIMAGE>*, std::allocator<sc_core::sc_fifo_out_if<SIMAGE>*> >::operator[](unsigned long)
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_in_if<IMAGE>::sc_fifo_in_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_in_if<IMAGE>::~sc_fifo_in_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_out_if<IMAGE>::sc_fifo_out_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_out_if<IMAGE>::~sc_fifo_out_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_blocking_in_if<IMAGE>::sc_fifo_blocking_in_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_blocking_in_if<IMAGE>::~sc_fifo_blocking_in_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_blocking_out_if<IMAGE>::sc_fifo_blocking_out_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_blocking_out_if<IMAGE>::~sc_fifo_blocking_out_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_nonblocking_in_if<IMAGE>::sc_fifo_nonblocking_in_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_nonblocking_in_if<IMAGE>::~sc_fifo_nonblocking_in_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_nonblocking_out_if<IMAGE>::sc_fifo_nonblocking_out_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo_nonblocking_out_if<IMAGE>::~sc_fifo_nonblocking_out_if()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo<IMAGE>::init(int)
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo<IMAGE>::buf_init(int)
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_fifo<IMAGE>::~sc_fifo()
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >::bind(sc_core::sc_fifo_in_if<IMAGE>&)
  0.00     21.53     0.00        5     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >::bind(sc_core::sc_fifo_out_if<IMAGE>&)
  0.00     21.53     0.00        4     0.00     0.00  sc_core::sc_fifo<IMAGE>::sc_fifo(char const*, int)
  0.00     21.53     0.00        2     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >::bind(sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >&)
  0.00     21.53     0.00        2     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >::bind(sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >&)
  0.00     21.53     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00     21.53     0.00        1     0.00     0.00  Non_Max_Supp::Non_Max_Supp(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Non_Max_Supp::~Non_Max_Supp()
  0.00     21.53     0.00        1     0.00     0.00  Magnitude_X_Y::Magnitude_X_Y(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Magnitude_X_Y::~Magnitude_X_Y()
  0.00     21.53     0.00        1     0.00     0.00  Derivative_X_Y::Derivative_X_Y(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Derivative_X_Y::~Derivative_X_Y()
  0.00     21.53     0.00        1     0.00     0.00  Gaussian_Smooth::Gaussian_Smooth(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Gaussian_Smooth::~Gaussian_Smooth()
  0.00     21.53     0.00        1     0.00     0.00  Apply_Hysteresis::Apply_Hysteresis(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Apply_Hysteresis::~Apply_Hysteresis()
  0.00     21.53     0.00        1     0.00     0.00  DUT::DUT(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  DUT::~DUT()
  0.00     21.53     0.00        1     0.00     0.00  Top::Top(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Top::~Top()
  0.00     21.53     0.00        1     0.00     0.00  DataIn::DataIn(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  DataIn::~DataIn()
  0.00     21.53     0.00        1     0.00     0.00  DataOut::DataOut(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  DataOut::~DataOut()
  0.00     21.53     0.00        1     0.00     0.00  Monitor::Monitor(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Monitor::~Monitor()
  0.00     21.53     0.00        1     0.00     0.00  sc_core::sc_fifo<IMAGE>::sc_fifo(int)
  0.00     21.53     0.00        1     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >::operator()(sc_core::sc_fifo_in_if<IMAGE>&)
  0.00     21.53     0.00        1     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >::operator()(sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >&)
  0.00     21.53     0.00        1     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >::operator()(sc_core::sc_fifo_out_if<IMAGE>&)
  0.00     21.53     0.00        1     0.00     0.00  sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >::operator()(sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >&)
  0.00     21.53     0.00        1     0.00     0.00  Platform::Platform(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Platform::~Platform()
  0.00     21.53     0.00        1     0.00     0.00  Stimulus::Stimulus(sc_core::sc_module_name)
  0.00     21.53     0.00        1     0.00     0.00  Stimulus::~Stimulus()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.05% of 21.53 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     62.1    0.00   13.37                 Gaussian_Smooth::process() [1]
                7.68    0.00      30/30          Gaussian_Smooth::blur_y(float*, short*, float*, int) [2]
                5.68    0.00      30/30          Gaussian_Smooth::blur_x(unsigned char*, float*, float*, int) [3]
                0.00    0.00      31/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
                0.00    0.00      31/401         IMAGE::IMAGE() [39]
                0.00    0.00      31/558         SIMAGE::SIMAGE() [34]
                0.00    0.00      31/31          TEMP_IMAGE::TEMP_IMAGE() [70]
                0.00    0.00      30/30          Gaussian_Smooth::gaussian_kernel(float, float*, int*) [71]
                0.00    0.00      30/210         sc_core::sc_fifo_out<SIMAGE>::write(SIMAGE const&) [45]
-----------------------------------------------
                7.68    0.00      30/30          Gaussian_Smooth::process() [1]
[2]     35.7    7.68    0.00      30         Gaussian_Smooth::blur_y(float*, short*, float*, int) [2]
-----------------------------------------------
                5.68    0.00      30/30          Gaussian_Smooth::process() [1]
[3]     26.4    5.68    0.00      30         Gaussian_Smooth::blur_x(unsigned char*, float*, float*, int) [3]
-----------------------------------------------
                                                 <spontaneous>
[4]     12.6    0.00    2.71                 Apply_Hysteresis::process_apply_hysteresis() [4]
                2.18    0.53      30/30          Apply_Hysteresis::apply_hysteresis(short*, unsigned char*, unsigned char*) [5]
                0.00    0.00      30/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
                0.00    0.00      62/401         IMAGE::IMAGE() [39]
                0.00    0.00      31/558         SIMAGE::SIMAGE() [34]
                0.00    0.00      31/214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
                0.00    0.00      30/150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
-----------------------------------------------
                2.18    0.53      30/30          Apply_Hysteresis::process_apply_hysteresis() [4]
[5]     12.6    2.18    0.53      30         Apply_Hysteresis::apply_hysteresis(short*, unsigned char*, unsigned char*) [5]
                0.53    0.00 6532325/6532325     Apply_Hysteresis::follow_edges(unsigned char*, short*, int, short) [12]
-----------------------------------------------
                2.33    0.15      30/30          Non_Max_Supp::process_non_max_supp() [7]
[6]     11.5    2.33    0.15      30         Non_Max_Supp::non_max_supp(short*, short*, short*, unsigned char*) [6]
                0.15    0.00 123049080/123049080     std::atan2(float, float) [14]
-----------------------------------------------
                                                 <spontaneous>
[7]     11.5    0.00    2.48                 Non_Max_Supp::process_non_max_supp() [7]
                2.33    0.15      30/30          Non_Max_Supp::non_max_supp(short*, short*, short*, unsigned char*) [6]
                0.00    0.00      93/558         SIMAGE::SIMAGE() [34]
                0.00    0.00      91/214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
                0.00    0.00      31/401         IMAGE::IMAGE() [39]
                0.00    0.00      30/150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
-----------------------------------------------
                2.07    0.00      30/30          Derivative_X_Y::process_derivative() [9]
[8]      9.6    2.07    0.00      30         Derivative_X_Y::derivative_x_y(short*, short*, short*) [8]
-----------------------------------------------
                                                 <spontaneous>
[9]      9.6    0.00    2.07                 Derivative_X_Y::process_derivative() [9]
                2.07    0.00      30/30          Derivative_X_Y::derivative_x_y(short*, short*, short*) [8]
                0.00    0.00     120/210         sc_core::sc_fifo_out<SIMAGE>::write(SIMAGE const&) [45]
                0.00    0.00      93/558         SIMAGE::SIMAGE() [34]
                0.00    0.00      31/214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
-----------------------------------------------
                0.68    0.20      30/30          Magnitude_X_Y::process_magnitude() [11]
[10]     4.1    0.68    0.20      30         Magnitude_X_Y::magnitude_x_y(short*, short*, short*) [10]
                0.20    0.00 123302400/123302400     std::sqrt(float) [13]
-----------------------------------------------
                                                 <spontaneous>
[11]     4.1    0.00    0.88                 Magnitude_X_Y::process_magnitude() [11]
                0.68    0.20      30/30          Magnitude_X_Y::magnitude_x_y(short*, short*, short*) [10]
                0.00    0.00      93/558         SIMAGE::SIMAGE() [34]
                0.00    0.00      61/214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
                0.00    0.00      60/210         sc_core::sc_fifo_out<SIMAGE>::write(SIMAGE const&) [45]
-----------------------------------------------
                0.53    0.00 6532325/6532325     Apply_Hysteresis::apply_hysteresis(short*, unsigned char*, unsigned char*) [5]
[12]     2.5    0.53    0.00 6532325         Apply_Hysteresis::follow_edges(unsigned char*, short*, int, short) [12]
-----------------------------------------------
                0.20    0.00 123302400/123302400     Magnitude_X_Y::magnitude_x_y(short*, short*, short*) [10]
[13]     0.9    0.20    0.00 123302400         std::sqrt(float) [13]
-----------------------------------------------
                0.15    0.00 123049080/123049080     Non_Max_Supp::non_max_supp(short*, short*, short*, unsigned char*) [6]
[14]     0.7    0.15    0.00 123049080         std::atan2(float, float) [14]
-----------------------------------------------
                0.00    0.00      30/153         Monitor::process() [23]
                0.00    0.00      30/153         Apply_Hysteresis::process_apply_hysteresis() [4]
                0.00    0.00      31/153         DataIn::process() [21]
                0.00    0.00      31/153         DataOut::process() [22]
                0.00    0.00      31/153         Gaussian_Smooth::process() [1]
[15]     0.0    0.00    0.01     153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
                0.00    0.01     153/153         sc_core::sc_fifo<IMAGE>::read(IMAGE&) [16]
                0.00    0.00     153/153         sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >::operator->() [52]
-----------------------------------------------
                0.00    0.01     153/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
[16]     0.0    0.00    0.01     153         sc_core::sc_fifo<IMAGE>::read(IMAGE&) [16]
                0.00    0.01     150/150         sc_core::sc_fifo<IMAGE>::nb_read(IMAGE&) [17]
                0.00    0.00     303/453         sc_core::sc_fifo<IMAGE>::num_available() const [36]
                0.00    0.00     153/344         sc_core::sc_get_curr_simcontext() [40]
-----------------------------------------------
                0.00    0.01     150/150         sc_core::sc_fifo<IMAGE>::read(IMAGE&) [16]
[17]     0.0    0.00    0.01     150         sc_core::sc_fifo<IMAGE>::nb_read(IMAGE&) [17]
                0.01    0.00     150/150         sc_core::sc_fifo<IMAGE>::buf_read(IMAGE&) [18]
                0.00    0.00     150/453         sc_core::sc_fifo<IMAGE>::num_available() const [36]
                0.00    0.00     150/720         sc_core::sc_prim_channel::request_update() [31]
-----------------------------------------------
                0.01    0.00     150/150         sc_core::sc_fifo<IMAGE>::nb_read(IMAGE&) [17]
[18]     0.0    0.01    0.00     150         sc_core::sc_fifo<IMAGE>::buf_read(IMAGE&) [18]
                0.00    0.00     300/450         IMAGE::operator=(IMAGE const&) [37]
                0.00    0.00     150/401         IMAGE::IMAGE() [39]
-----------------------------------------------
                0.01    0.00       1/1           __libc_csu_init [20]
[19]     0.0    0.01    0.00       1         _GLOBAL__sub_I__ZN15Gaussian_Smooth15gaussian_kernelEfPfPi [19]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [343]
-----------------------------------------------
                                                 <spontaneous>
[20]     0.0    0.00    0.01                 __libc_csu_init [20]
                0.01    0.00       1/1           _GLOBAL__sub_I__ZN15Gaussian_Smooth15gaussian_kernelEfPfPi [19]
-----------------------------------------------
                                                 <spontaneous>
[21]     0.0    0.00    0.00                 DataIn::process() [21]
                0.00    0.00      31/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
                0.00    0.00      31/401         IMAGE::IMAGE() [39]
                0.00    0.00      30/150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
-----------------------------------------------
                                                 <spontaneous>
[22]     0.0    0.00    0.00                 DataOut::process() [22]
                0.00    0.00      31/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
                0.00    0.00      31/401         IMAGE::IMAGE() [39]
                0.00    0.00      30/150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
-----------------------------------------------
                                                 <spontaneous>
[23]     0.0    0.00    0.00                 Monitor::process() [23]
                0.00    0.00      30/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
                0.00    0.00      30/401         IMAGE::IMAGE() [39]
                0.00    0.00      30/30          Monitor::write_pgm_image(char const*, unsigned char*) [72]
-----------------------------------------------
                0.00    0.00     150/720         sc_core::sc_fifo<IMAGE>::nb_read(IMAGE&) [17]
                0.00    0.00     150/720         sc_core::sc_fifo<IMAGE>::nb_write(IMAGE const&) [55]
                0.00    0.00     210/720         sc_core::sc_fifo<SIMAGE>::nb_read(SIMAGE&) [47]
                0.00    0.00     210/720         sc_core::sc_fifo<SIMAGE>::nb_write(SIMAGE const&) [49]
[31]     0.0    0.00    0.00     720         sc_core::sc_prim_channel::request_update() [31]
                0.00    0.00     720/720         sc_core::sc_prim_channel_registry::request_update(sc_core::sc_prim_channel&) [32]
-----------------------------------------------
                0.00    0.00     720/720         sc_core::sc_prim_channel::request_update() [31]
[32]     0.0    0.00    0.00     720         sc_core::sc_prim_channel_registry::request_update(sc_core::sc_prim_channel&) [32]
-----------------------------------------------
                0.00    0.00     210/630         sc_core::sc_fifo<SIMAGE>::buf_write(SIMAGE const&) [50]
                0.00    0.00     420/630         sc_core::sc_fifo<SIMAGE>::buf_read(SIMAGE&) [48]
[33]     0.0    0.00    0.00     630         SIMAGE::operator=(SIMAGE const&) [33]
-----------------------------------------------
                0.00    0.00       7/558         sc_core::sc_fifo<SIMAGE>::buf_init(int) [204]
                0.00    0.00      31/558         Gaussian_Smooth::process() [1]
                0.00    0.00      31/558         Apply_Hysteresis::process_apply_hysteresis() [4]
                0.00    0.00      93/558         Derivative_X_Y::process_derivative() [9]
                0.00    0.00      93/558         Magnitude_X_Y::process_magnitude() [11]
                0.00    0.00      93/558         Non_Max_Supp::process_non_max_supp() [7]
                0.00    0.00     210/558         sc_core::sc_fifo<SIMAGE>::buf_read(SIMAGE&) [48]
[34]     0.0    0.00    0.00     558         SIMAGE::SIMAGE() [34]
-----------------------------------------------
                0.00    0.00     210/544         sc_core::sc_fifo<SIMAGE>::nb_read(SIMAGE&) [47]
                0.00    0.00     334/544         sc_core::sc_fifo<SIMAGE>::read(SIMAGE&) [43]
[35]     0.0    0.00    0.00     544         sc_core::sc_fifo<SIMAGE>::num_available() const [35]
-----------------------------------------------
                0.00    0.00     150/453         sc_core::sc_fifo<IMAGE>::nb_read(IMAGE&) [17]
                0.00    0.00     303/453         sc_core::sc_fifo<IMAGE>::read(IMAGE&) [16]
[36]     0.0    0.00    0.00     453         sc_core::sc_fifo<IMAGE>::num_available() const [36]
-----------------------------------------------
                0.00    0.00     150/450         sc_core::sc_fifo<IMAGE>::buf_write(IMAGE const&) [56]
                0.00    0.00     300/450         sc_core::sc_fifo<IMAGE>::buf_read(IMAGE&) [18]
[37]     0.0    0.00    0.00     450         IMAGE::operator=(IMAGE const&) [37]
-----------------------------------------------
                0.00    0.00     210/449         sc_core::sc_fifo<SIMAGE>::nb_write(SIMAGE const&) [49]
                0.00    0.00     239/449         sc_core::sc_fifo<SIMAGE>::write(SIMAGE const&) [46]
[38]     0.0    0.00    0.00     449         sc_core::sc_fifo<SIMAGE>::num_free() const [38]
-----------------------------------------------
                0.00    0.00       5/401         sc_core::sc_fifo<IMAGE>::buf_init(int) [336]
                0.00    0.00      30/401         Stimulus::process() [427]
                0.00    0.00      30/401         Monitor::process() [23]
                0.00    0.00      31/401         DataIn::process() [21]
                0.00    0.00      31/401         DataOut::process() [22]
                0.00    0.00      31/401         Gaussian_Smooth::process() [1]
                0.00    0.00      31/401         Non_Max_Supp::process_non_max_supp() [7]
                0.00    0.00      62/401         Apply_Hysteresis::process_apply_hysteresis() [4]
                0.00    0.00     150/401         sc_core::sc_fifo<IMAGE>::buf_read(IMAGE&) [18]
[39]     0.0    0.00    0.00     401         IMAGE::IMAGE() [39]
-----------------------------------------------
                0.00    0.00       1/344         Stimulus::Stimulus(sc_core::sc_module_name) [371]
                0.00    0.00       1/344         Monitor::Monitor(sc_core::sc_module_name) [362]
                0.00    0.00       1/344         DataIn::DataIn(sc_core::sc_module_name) [358]
                0.00    0.00       1/344         DataOut::DataOut(sc_core::sc_module_name) [360]
                0.00    0.00       1/344         Gaussian_Smooth::Gaussian_Smooth(sc_core::sc_module_name) [350]
                0.00    0.00       1/344         Derivative_X_Y::Derivative_X_Y(sc_core::sc_module_name) [348]
                0.00    0.00       1/344         Magnitude_X_Y::Magnitude_X_Y(sc_core::sc_module_name) [346]
                0.00    0.00       1/344         Non_Max_Supp::Non_Max_Supp(sc_core::sc_module_name) [344]
                0.00    0.00       1/344         Apply_Hysteresis::Apply_Hysteresis(sc_core::sc_module_name) [352]
                0.00    0.00      29/344         sc_core::sc_fifo<IMAGE>::write(IMAGE const&) [54]
                0.00    0.00      29/344         sc_core::sc_fifo<SIMAGE>::write(SIMAGE const&) [46]
                0.00    0.00     124/344         sc_core::sc_fifo<SIMAGE>::read(SIMAGE&) [43]
                0.00    0.00     153/344         sc_core::sc_fifo<IMAGE>::read(IMAGE&) [16]
[40]     0.0    0.00    0.00     344         sc_core::sc_get_curr_simcontext() [40]
-----------------------------------------------
                0.00    0.00     150/329         sc_core::sc_fifo<IMAGE>::nb_write(IMAGE const&) [55]
                0.00    0.00     179/329         sc_core::sc_fifo<IMAGE>::write(IMAGE const&) [54]
[41]     0.0    0.00    0.00     329         sc_core::sc_fifo<IMAGE>::num_free() const [41]
-----------------------------------------------
                0.00    0.00      31/214         Derivative_X_Y::process_derivative() [9]
                0.00    0.00      31/214         Apply_Hysteresis::process_apply_hysteresis() [4]
                0.00    0.00      61/214         Magnitude_X_Y::process_magnitude() [11]
                0.00    0.00      91/214         Non_Max_Supp::process_non_max_supp() [7]
[42]     0.0    0.00    0.00     214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
                0.00    0.00     214/214         sc_core::sc_port_b<sc_core::sc_fifo_in_if<SIMAGE> >::operator->() [44]
                0.00    0.00     214/214         sc_core::sc_fifo<SIMAGE>::read(SIMAGE&) [43]
-----------------------------------------------
                0.00    0.00     214/214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
[43]     0.0    0.00    0.00     214         sc_core::sc_fifo<SIMAGE>::read(SIMAGE&) [43]
                0.00    0.00     334/544         sc_core::sc_fifo<SIMAGE>::num_available() const [35]
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::nb_read(SIMAGE&) [47]
                0.00    0.00     124/344         sc_core::sc_get_curr_simcontext() [40]
-----------------------------------------------
                0.00    0.00     214/214         sc_core::sc_fifo_in<SIMAGE>::read(SIMAGE&) [42]
[44]     0.0    0.00    0.00     214         sc_core::sc_port_b<sc_core::sc_fifo_in_if<SIMAGE> >::operator->() [44]
-----------------------------------------------
                0.00    0.00      30/210         Gaussian_Smooth::process() [1]
                0.00    0.00      60/210         Magnitude_X_Y::process_magnitude() [11]
                0.00    0.00     120/210         Derivative_X_Y::process_derivative() [9]
[45]     0.0    0.00    0.00     210         sc_core::sc_fifo_out<SIMAGE>::write(SIMAGE const&) [45]
                0.00    0.00     210/210         sc_core::sc_port_b<sc_core::sc_fifo_out_if<SIMAGE> >::operator->() [51]
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::write(SIMAGE const&) [46]
-----------------------------------------------
                0.00    0.00     210/210         sc_core::sc_fifo_out<SIMAGE>::write(SIMAGE const&) [45]
[46]     0.0    0.00    0.00     210         sc_core::sc_fifo<SIMAGE>::write(SIMAGE const&) [46]
                0.00    0.00     239/449         sc_core::sc_fifo<SIMAGE>::num_free() const [38]
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::nb_write(SIMAGE const&) [49]
                0.00    0.00      29/344         sc_core::sc_get_curr_simcontext() [40]
-----------------------------------------------
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::read(SIMAGE&) [43]
[47]     0.0    0.00    0.00     210         sc_core::sc_fifo<SIMAGE>::nb_read(SIMAGE&) [47]
                0.00    0.00     210/544         sc_core::sc_fifo<SIMAGE>::num_available() const [35]
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::buf_read(SIMAGE&) [48]
                0.00    0.00     210/720         sc_core::sc_prim_channel::request_update() [31]
-----------------------------------------------
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::nb_read(SIMAGE&) [47]
[48]     0.0    0.00    0.00     210         sc_core::sc_fifo<SIMAGE>::buf_read(SIMAGE&) [48]
                0.00    0.00     420/630         SIMAGE::operator=(SIMAGE const&) [33]
                0.00    0.00     210/558         SIMAGE::SIMAGE() [34]
-----------------------------------------------
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::write(SIMAGE const&) [46]
[49]     0.0    0.00    0.00     210         sc_core::sc_fifo<SIMAGE>::nb_write(SIMAGE const&) [49]
                0.00    0.00     210/449         sc_core::sc_fifo<SIMAGE>::num_free() const [38]
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::buf_write(SIMAGE const&) [50]
                0.00    0.00     210/720         sc_core::sc_prim_channel::request_update() [31]
-----------------------------------------------
                0.00    0.00     210/210         sc_core::sc_fifo<SIMAGE>::nb_write(SIMAGE const&) [49]
[50]     0.0    0.00    0.00     210         sc_core::sc_fifo<SIMAGE>::buf_write(SIMAGE const&) [50]
                0.00    0.00     210/630         SIMAGE::operator=(SIMAGE const&) [33]
-----------------------------------------------
                0.00    0.00     210/210         sc_core::sc_fifo_out<SIMAGE>::write(SIMAGE const&) [45]
[51]     0.0    0.00    0.00     210         sc_core::sc_port_b<sc_core::sc_fifo_out_if<SIMAGE> >::operator->() [51]
-----------------------------------------------
                0.00    0.00     153/153         sc_core::sc_fifo_in<IMAGE>::read(IMAGE&) [15]
[52]     0.0    0.00    0.00     153         sc_core::sc_port_b<sc_core::sc_fifo_in_if<IMAGE> >::operator->() [52]
-----------------------------------------------
                0.00    0.00      30/150         Stimulus::process() [427]
                0.00    0.00      30/150         DataIn::process() [21]
                0.00    0.00      30/150         DataOut::process() [22]
                0.00    0.00      30/150         Non_Max_Supp::process_non_max_supp() [7]
                0.00    0.00      30/150         Apply_Hysteresis::process_apply_hysteresis() [4]
[53]     0.0    0.00    0.00     150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
                0.00    0.00     150/150         sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >::operator->() [57]
                0.00    0.00     150/150         sc_core::sc_fifo<IMAGE>::write(IMAGE const&) [54]
-----------------------------------------------
                0.00    0.00     150/150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
[54]     0.0    0.00    0.00     150         sc_core::sc_fifo<IMAGE>::write(IMAGE const&) [54]
                0.00    0.00     179/329         sc_core::sc_fifo<IMAGE>::num_free() const [41]
                0.00    0.00     150/150         sc_core::sc_fifo<IMAGE>::nb_write(IMAGE const&) [55]
                0.00    0.00      29/344         sc_core::sc_get_curr_simcontext() [40]
-----------------------------------------------
                0.00    0.00     150/150         sc_core::sc_fifo<IMAGE>::write(IMAGE const&) [54]
[55]     0.0    0.00    0.00     150         sc_core::sc_fifo<IMAGE>::nb_write(IMAGE const&) [55]
                0.00    0.00     150/329         sc_core::sc_fifo<IMAGE>::num_free() const [41]
                0.00    0.00     150/150         sc_core::sc_fifo<IMAGE>::buf_write(IMAGE const&) [56]
                0.00    0.00     150/720         sc_core::sc_prim_channel::request_update() [31]
-----------------------------------------------
                0.00    0.00     150/150         sc_core::sc_fifo<IMAGE>::nb_write(IMAGE const&) [55]
[56]     0.0    0.00    0.00     150         sc_core::sc_fifo<IMAGE>::buf_write(IMAGE const&) [56]
                0.00    0.00     150/450         IMAGE::operator=(IMAGE const&) [37]
-----------------------------------------------
                0.00    0.00     150/150         sc_core::sc_fifo_out<IMAGE>::write(IMAGE const&) [53]
[57]     0.0    0.00    0.00     150         sc_core::sc_port_b<sc_core::sc_fifo_out_if<IMAGE> >::operator->() [57]
-----------------------------------------------
                0.00    0.00      20/48          sc_core::sc_fifo<IMAGE>::register_port(sc_core::sc_port_base&, char const*) [392]
                0.00    0.00      28/48          sc_core::sc_fifo<SIMAGE>::register_port(sc_core::sc_port_base&, char const*) [396]
[58]     0.0    0.00    0.00      48         std::type_info::name() const [58]
-----------------------------------------------
                0.00    0.00      20/48          sc_core::sc_fifo<IMAGE>::register_port(sc_core::sc_port_base&, char const*) [392]
